"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.109732792E0	-2.041754150E-1	2.784210205E-1	9.373208313E0	9.379565019E0
2.119726792E0	1.930984497E-2	1.998344421E-1	1.045231430E1	1.045424224E1
2.129720792E0	5.680686951E-1	-2.962339783E-1	1.041818527E1	1.043786573E1
2.139714792E0	4.764591980E-1	1.541793823E-1	8.398285675E0	8.413203131E0
2.149708792E0	-3.912863159E-1	1.197509766E-2	1.093685669E1	1.094386050E1
2.159702792E0	-6.162684631E-1	4.496649170E-1	1.020353165E1	1.023201072E1
2.169696792E0	-6.224057007E-1	6.490502930E-1	7.895780640E0	7.946823708E0
2.179690792E0	-3.484753418E-1	3.655398560E-1	1.181837357E1	1.182915923E1
2.189684792E0	2.215393066E-2	3.427871704E-2	9.276060333E0	9.276150125E0
2.199678792E0	-1.392105103E-2	-2.851570129E-1	9.373208313E0	9.377555246E0
2.209672792E0	-3.414399719E-1	-2.751278687E-1	1.020727386E1	1.021668813E1
2.219666792E0	-3.329077148E-1	9.205856323E-2	1.017000137E1	1.017586509E1
2.229660792E0	-2.251318359E-1	3.236270142E-1	9.109756165E0	9.118282523E0
2.239654792E0	-5.267546082E-1	3.761677551E-1	1.046892975E1	1.048892095E1
2.249648792E0	-4.206253052E-1	5.031037903E-1	9.520052948E0	9.542612179E0
2.259642792E0	-3.817062378E-1	2.125579834E-1	9.414971466E0	9.425103090E0
2.269636792E0	-6.975494385E-2	6.990463257E-2	1.080692688E1	1.080737808E1
2.279630792E0	9.370513916E-2	-7.529342651E-2	9.271869049E0	9.272648242E0
2.289624792E0	2.504292297E-1	-1.754351807E-1	9.741891632E0	9.746688918E0
2.299618792E0	-2.275268555E-2	-8.427474976E-2	1.046863037E1	1.046899431E1
2.309612792E0	-2.044747925E-1	2.480342102E-1	1.026789780E1	1.027292831E1
2.319606792E0	-7.334747314E-1	7.708969116E-1	8.344846802E0	8.412415549E0
2.329600792E0	-7.783813477E-1	4.194277954E-1	1.046174469E1	1.049904277E1
2.339594792E0	-4.923262024E-1	8.906478882E-2	9.988129578E0	1.000065248E1
2.349588792E0	-8.951385498E-2	-2.139051819E-1	9.562564545E0	9.565375519E0
2.359582792E0	1.411564636E-1	-2.074685669E-1	9.724827118E0	9.728064084E0
2.369576792E0	-1.764830017E-1	1.456471252E-1	1.036115387E1	1.036368028E1
2.379570792E0	-1.953437805E-1	4.688250732E-1	9.996811523E0	1.000970513E1
2.389564792E0	-2.754272461E-1	2.305206299E-2	9.435628510E0	9.439675680E0
2.399558792E0	-3.216810608E-1	4.839436340E-1	9.562115479E0	9.579756394E0
2.409552792E0	-2.577639771E-1	3.174897766E-1	1.026684998E1	1.027499151E1
2.419547792E0	-3.080593872E-1	6.316864014E-2	1.019140686E1	1.019625738E1
2.429541792E0	-5.897735596E-2	-1.264869690E-1	9.489516449E0	9.490542646E0
2.439535792E0	-2.956352234E-1	-1.001417542E-1	9.447753296E0	9.452908066E0
2.449529792E0	-6.735992432E-2	1.510359192E-1	1.033660492E1	1.033792776E1
2.459523792E0	-2.020797729E-1	1.387614441E-1	1.018976028E1	1.019270845E1
2.469517792E0	-1.818717957E-1	3.891906738E-1	9.716294861E0	9.725786989E0
2.479511792E0	-5.592370605E-1	4.924758911E-1	8.693621521E0	8.725499054E0
2.489505792E0	-6.346801758E-1	1.853146362E-1	1.094284424E1	1.096280076E1
2.499499792E0	-3.594026184E-1	-7.559280396E-2	9.674681396E0	9.681649892E0
2.509493792E0	-7.244934082E-2	-8.921447754E-2	9.755513306E0	9.756190239E0
2.519487792E0	1.437011719E-2	-1.466949463E-2	9.442663879E0	9.442686209E0
2.529481792E0	-5.703140259E-2	2.496807861E-1	1.008812164E1	1.009137212E1
2.539475792E0	1.451980591E-1	2.023791504E-1	1.071771240E1	1.072060628E1
2.549469792E0	-1.736389160E-2	1.523831177E-1	9.409582672E0	9.410832491E0
2.559463792E0	-2.550695801E-1	4.168830872E-1	9.278904419E0	9.291766205E0
2.569457792E0	-7.927514648E-1	3.948788452E-1	1.024754013E1	1.028574076E1
2.579451792E0	-8.463400269E-1	1.341210938E-1	9.940678253E0	9.977542986E0
2.589445792E0	-4.932243347E-1	-1.523831177E-1	9.429191895E0	9.443312483E0
2.599439792E0	-1.091230774E-1	-2.432441711E-1	9.905800781E0	9.909387705E0
2.609433792E0	2.016307068E-1	1.357676697E-1	1.018212616E1	1.018502729E1
2.619427792E0	1.868115234E-1	2.179467773E-1	1.001821701E1	1.002232864E1
2.629421792E0	6.331832886E-2	1.591191101E-1	9.540260925E0	9.541797872E0
2.639415792E0	-4.306544495E-1	6.500981140E-1	1.003483246E1	1.006508586E1
2.649409792E0	-4.728666687E-1	4.864883423E-1	9.663454742E0	9.687240647E0
2.659403792E0	-3.683839417E-1	1.841171265E-2	1.012554382E1	1.013225954E1
