"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.569295542E0	-6.227050781E-2	2.619552612E-2	9.798324280E0	9.798557165E0
1.579289542E0	1.866618347E-1	-2.953358459E-1	1.033825150E1	1.034415342E1
1.589283542E0	5.957611084E-1	-1.441502380E-1	9.759105835E0	9.778336121E0
1.599277542E0	5.628295898E-2	3.992198181E-1	9.150471497E0	9.159348931E0
1.609271542E0	2.058219910E-1	6.047424316E-1	1.102262833E1	1.104112364E1
1.619265542E0	-2.098635864E-1	2.056723022E-1	9.428144073E0	9.432722009E0
1.629259542E0	-7.649093628E-2	1.962419128E-1	9.729617157E0	9.731896617E0
1.639253542E0	-5.072950745E-1	-1.272354126E-2	9.199120331E0	9.213106156E0
1.649248042E0	-1.368154907E-1	-3.742218018E-3	1.071756271E1	1.071843659E1
1.659242042E0	-1.442999268E-1	-1.336720276E-1	9.823322296E0	9.825291426E0
1.669236042E0	2.528242493E-1	1.032852173E-2	9.537267151E0	9.540623223E0
1.679230042E0	4.090992737E-1	1.196012878E-1	9.737850037E0	9.747173437E0
1.689224042E0	1.666035461E-1	4.912783813E-1	1.009306137E1	1.010638407E1
1.699218042E0	-5.149291992E-2	2.721340942E-1	1.039049286E1	1.039418349E1
1.709212042E0	-1.353186035E-1	2.459385681E-1	8.693621521E0	8.698152221E0
1.719206042E0	-1.209484863E-1	3.427871704E-2	1.050395691E1	1.050470915E1
1.729200042E0	-1.359173584E-1	-1.766326904E-2	1.003483246E1	1.003576843E1
1.739194042E0	-1.404080200E-1	5.284011841E-2	9.498797150E0	9.499981778E0
1.749188042E0	-1.661544800E-2	8.232879639E-3	9.685608673E0	9.685626424E0
1.759182042E0	6.750961304E-2	1.450483704E-1	1.016161880E1	1.016287820E1
1.769176042E0	1.799258423E-1	3.622467041E-1	9.909992065E0	9.918242723E0
1.779170042E0	6.436614990E-3	3.312611389E-1	9.516460419E0	9.522226330E0
1.789164042E0	7.379653931E-2	-1.640588379E-1	1.038630157E1	1.038785934E1
1.799158042E0	-2.743794250E-1	1.008901978E-1	9.187893677E0	9.192543343E0
1.809152042E0	-1.386117554E-1	2.993774414E-1	9.795629883E0	9.801183851E0
1.819146042E0	-2.514770508E-2	1.502874756E-1	1.076591217E1	1.076699046E1
1.829140042E0	2.374063110E-1	-1.197509766E-2	9.382788391E0	9.385799015E0
1.839134042E0	3.188369751E-2	7.020401001E-2	9.190887451E0	9.191210873E0
1.849128042E0	-2.371069336E-1	2.558180237E-1	1.055754547E1	1.056330578E1
1.859122042E0	-1.471440125E-1	1.133143616E-1	9.938582611E0	9.940317692E0
1.869116042E0	1.013392639E-1	1.228944397E-1	9.471104736E0	9.472444121E0
1.879110042E0	1.076261902E-1	1.106199646E-1	9.948462067E0	9.949659173E0
1.889104042E0	1.896556091E-1	9.325607300E-2	1.003079086E1	1.003301706E1
1.899098042E0	-1.056802368E-1	-3.817062378E-2	9.959988098E0	9.960621879E0
1.909092042E0	-1.239422607E-1	2.438429260E-1	9.497000885E0	9.500939262E0
1.919086042E0	-6.406677246E-2	3.083587646E-1	9.902507629E0	9.907514675E0
1.929080042E0	-6.810836792E-2	2.695893860E-1	1.051159103E1	1.051526810E1
1.939074042E0	-1.327738953E-1	2.426454163E-1	8.890611877E0	8.894913449E0
1.949067042E0	-2.724334717E-2	3.427871704E-2	9.965376892E0	9.965473086E0
1.959061042E0	3.098556519E-1	-2.052232361E-1	1.045261368E1	1.045921889E1
1.969055042E0	4.876858521E-1	1.392105103E-2	9.644144897E0	9.656477727E0
1.979049042E0	1.241218872E0	4.414320374E-1	9.399553528E0	9.491422078E0
1.989043042E0	1.669328613E0	3.598516846E-1	1.091305618E1	1.104585653E1
1.999037042E0	7.785310364E-1	-4.487667847E-1	9.934241638E0	9.974801207E0
2.009031042E0	-2.438129883E0	2.951861572E-1	1.016057098E1	1.045317248E1
