"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.211503792E0	-7.955955505E-1	4.282594299E-1	8.846304016E0	8.892326645E0
2.221496792E0	-9.852511597E-1	3.597019958E-1	9.576036530E0	9.633305818E0
2.231490792E0	-5.598358154E-1	5.213658142E-1	1.071307205E1	1.074035154E1
2.241483792E0	7.334747314E-3	2.466870117E-1	9.110205231E0	9.113547478E0
2.251477792E0	-7.379653931E-2	-2.351609802E-1	1.001148102E1	1.001451441E1
2.261471792E0	-1.743873596E-1	-2.073188782E-1	9.983788605E0	9.987463490E0
2.271464792E0	2.694396973E-3	5.074447632E-1	1.040830582E1	1.042066876E1
2.281458792E0	1.450483704E-1	6.647676086E-1	9.733059998E0	9.756813615E0
2.291451792E0	2.065704346E-1	6.691085815E-1	9.544152832E0	9.569808301E0
2.301445792E0	-7.349716187E-2	7.937992859E-1	9.664951630E0	9.697773412E0
2.311438792E0	-2.878514099E-1	1.359173584E-1	9.862840118E0	9.867975839E0
2.321432792E0	-4.852908325E-1	-6.062393188E-2	1.008931915E1	1.010116545E1
2.331425792E0	-3.228785706E-1	-4.490661621E-4	9.213939514E0	9.219595010E0
2.341419792E0	-4.779560852E-1	1.425036621E-1	1.065379532E1	1.066546314E1
2.351413792E0	-1.800755310E-1	2.480342102E-1	9.844727783E0	9.849498124E0
2.361406792E0	-1.606159973E-1	4.126918030E-1	9.204359436E0	9.215006492E0
2.371400792E0	-8.277786255E-2	6.830296326E-1	1.003213806E1	1.005570364E1
2.381393792E0	1.625619507E-1	6.991960144E-1	9.799970856E0	9.826226653E0
2.391387792E0	1.083746338E-1	3.180885315E-1	1.008752289E1	1.009311862E1
2.401380792E0	-1.477427673E-1	1.451980591E-2	1.007914032E1	1.008023355E1
2.411374792E0	-2.342628479E-1	1.661544800E-2	8.785231018E0	8.788369541E0
2.421368792E0	-5.504054260E-1	3.176394653E-1	1.076411591E1	1.078285826E1
2.431361792E0	-5.343887329E-1	4.387376404E-1	1.022119492E1	1.024455404E1
2.441355792E0	-1.528321838E-1	4.816983032E-1	9.372609558E0	9.386223994E0
