"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.587806958E0	-3.707789612E-1	1.975891113E-1	1.029768585E1	1.030625307E1
1.597799958E0	1.785786438E-1	3.779640198E-1	9.980794830E0	9.989545164E0
1.607793958E0	2.600093079E-1	3.076103210E-1	9.907297668E0	9.915481634E0
1.617786958E0	2.173480225E-1	2.616558838E-1	9.252858582E0	9.259108807E0
1.627780958E0	-2.402503967E-1	4.143383789E-1	1.011087433E1	1.012221202E1
1.637774958E0	-4.472698975E-1	2.101629639E-1	1.003887405E1	1.005103035E1
1.647767958E0	-3.344046021E-1	1.248403931E-1	9.774523773E0	9.781039135E0
1.657761958E0	-1.440005493E-1	-2.392025757E-1	9.606722717E0	9.610779125E0
1.667754958E0	-2.874023438E-1	-3.233276367E-1	1.001163071E1	1.002097252E1
1.677748958E0	-2.703378296E-1	4.745132446E-1	9.589209137E0	9.604747640E0
1.687741958E0	-1.791773987E-1	6.393205261E-1	9.996661835E0	1.001868670E1
1.697735958E0	3.858975220E-1	4.727169800E-1	9.920470276E0	9.939220731E0
1.707729958E0	6.541397095E-2	1.990859985E-1	1.021176453E1	1.021391448E1
1.717722958E0	-8.083190918E-2	-1.502874756E-1	9.660161591E0	9.661668701E0
1.727716958E0	-5.385800171E-1	-7.544311523E-2	9.068442078E0	9.084734548E0
1.737709958E0	-3.245251465E-1	4.186793518E-1	1.019679565E1	1.021054605E1
1.747703958E0	8.068222046E-2	3.411405945E-1	1.056308395E1	1.056889915E1
1.757697958E0	-3.143463135E-2	2.978805542E-2	9.944719849E0	9.944814143E0
1.767690958E0	-3.079096985E-1	7.349716187E-2	8.196355591E0	8.202466409E0
1.777684958E0	-5.189707947E-1	2.662962341E-1	1.078147980E1	1.079724738E1
1.787677958E0	-1.164578247E-1	2.133064270E-1	1.053898407E1	1.054178577E1
1.797671958E0	7.244934082E-2	4.272116089E-1	9.276958466E0	9.287072576E0
1.807665958E0	1.092727661E-1	2.234852600E-1	9.661658478E0	9.664860617E0
1.817658958E0	-3.028202820E-1	-2.005828857E-2	9.981992340E0	9.986604705E0
1.827652958E0	-1.215472412E-1	-1.646575928E-3	9.679022369E0	9.679785662E0
1.837645958E0	-1.489402771E-1	2.724334717E-1	1.027358597E1	1.027827670E1
1.847639958E0	6.047424316E-2	4.495152283E-1	9.870174866E0	9.880590719E0
