"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.106765875E0	-4.191284180E-2	5.927673340E-2	9.335337067E0	9.335619346E0
2.116758875E0	-2.511776733E-1	1.954934692E-1	9.593999176E0	9.599277479E0
2.126751875E0	-4.641847229E-1	3.782633972E-1	1.009695328E1	1.011469308E1
2.136745875E0	-3.110531616E-1	3.330574036E-1	1.050305878E1	1.051294083E1
2.146738875E0	6.167175293E-2	-1.571731567E-2	9.308692474E0	9.308910034E0
2.156731875E0	-1.448986816E-1	-1.104702759E-1	9.844727783E0	9.846413785E0
2.166725875E0	-3.588038635E-1	-2.920426941E-1	9.731862488E0	9.742852592E0
2.176718875E0	-5.566923523E-1	8.382568359E-3	1.008033783E1	1.009570143E1
2.186711875E0	-3.387455750E-1	9.864486694E-2	9.634265442E0	9.640723519E0
2.196705875E0	-1.478924561E-1	4.300556946E-1	9.571994934E0	9.582792239E0
2.206698875E0	1.462458801E-1	4.897814941E-1	1.011955627E1	1.013245740E1
2.216691875E0	1.046324158E-1	1.697470093E-1	1.037687119E1	1.037878690E1
2.226685875E0	1.065783691E-1	-1.956431580E-1	9.325756989E0	9.328417797E0
2.236678875E0	-1.739382935E-1	-1.327738953E-1	9.697434082E0	9.699902639E0
2.246671875E0	-3.999682617E-1	2.769241333E-2	1.068567902E1	1.069319772E1
2.256665875E0	-4.839436340E-1	-9.205856323E-2	9.441915436E0	9.454757708E0
2.266658875E0	-8.408015442E-1	9.071136475E-2	8.925339661E0	8.965314487E0
2.276652875E0	-4.929249573E-1	5.471122742E-1	9.915979614E0	9.943287111E0
2.286645875E0	-9.101074219E-2	2.993774414E-1	1.098909805E1	1.099355201E1
2.296638875E0	5.460644531E-1	-1.748364258E-1	9.948911133E0	9.965419554E0
2.306632875E0	2.505789185E-1	-2.993774414E-1	8.757837982E0	8.766535391E0
2.316625875E0	-7.080276489E-2	1.113684082E-1	1.028945297E1	1.029029924E1
2.326618875E0	-4.528083801E-1	3.926335144E-1	1.050829788E1	1.052537509E1
2.336612875E0	-4.902305603E-1	4.781057739E-1	9.778715057E0	9.802661848E0
2.346605875E0	-7.833210754E-1	3.203338623E-2	9.263636169E0	9.296750676E0
2.356598875E0	-6.538403320E-1	3.861968994E-2	9.812993774E0	9.834828187E0
2.366592875E0	-6.044430542E-1	-2.561174011E-1	1.007300308E1	1.009437163E1
2.376585875E0	7.244934082E-2	-3.119512939E-1	9.869576111E0	9.874770637E0
2.386578875E0	7.183561707E-1	-3.043171692E-1	9.495653687E0	9.527648370E0
